timestamp_utc,agent_name,mean_score,std_score,runs,max_steps,scaling_factor,arena_size,wall_obstacles
2026-04-04T23:27:03.869451+00:00,lstm_d3qn_rep_bh_dual_w_300,1512.700000,822.286817,10,1000,5,500,0,3,4
2026-04-05T06:16:48.190195+00:00,lstm_d3qn_rep_bh_dual_w_800,-96958.700000,65877.452935,10,1000,5,500,1,3,4
2026-04-05T10:03:47.426680+00:00,lstm_d3qn_rep_bh_dual_w_440,1239.500000,1096.767455,10,1000,5,500,0,3,4
2026-04-05T12:45:21.163705+00:00,lstm_d3qn_rep_bh_dual_w_800,-49307.800000,53008.324323,10,1000,5,500,0,3,4
2026-04-05T16:35:09.414140+00:00,lstm_d3qn_rep_bh_dual_gae_w_140,-391.700000,1054.258607,10,1000,5,500,1,3,4
2026-04-05T16:39:22.531591+00:00,lstm_d3qn_rep_bh_dual_gae_w_140,-591.200000,901.659337,10,1000,5,500,0,3,4
2026-04-05T16:41:36.555422+00:00,lstm_d3qn_rep_bh_dual_gae_w_140,-591.200000,901.659337,10,1000,5,500,0,3,4
2026-04-05T16:47:37.669663+00:00,lstm_d3qn_rep_bh_dual_gae_w_140,-1480.300000,1197.461235,10,2000,5,500,0,3,4
2026-04-05T16:55:05.036147+00:00,lstm_d3qn_rep_bh_dual_gae_td_clip_w_80,-13290.400000,17551.959738,10,2000,5,500,0,3,4
2026-04-05T16:58:10.086671+00:00,lstm_d3qn_rep_bh_dual_gae_td_clip_w_80,-113161.700000,98279.074799,10,2000,5,500,1,3,4
2026-04-05T17:24:10.389655+00:00,lstm_d3qn_rep_bh_dual_gae_td_clip_w_80,-34065.500000,22786.258211,10,2000,5,500,0,2,2
2026-04-06T00:59:23.478034+00:00,lstm_d3qn_rep_bh_td_clip_w_380,-6543.900000,20247.426940,10,2000,5,500,0,3,4
2026-04-06T08:22:05.704517+00:00,lstm_d3qn_rep_bh_td_clip_w_600,-1201.400000,1363.056653,10,2000,5,500,0,3,4
2026-04-06T08:26:12.253607+00:00,lstm_d3qn_rep_bh_td_clip_w_600,-1189.600000,1451.834508,10,2000,5,500,1,3,4
2026-04-06T08:31:34.313276+00:00,lstm_d3qn_rep_bh_td_clip_w_600,-27951.300000,77905.567331,10,2000,5,500,0,2,2
2026-04-06T14:13:06.328219+00:00,lstm_d3qn_rep_bh_sub6_w_800,-54323.900000,63963.467460,10,2000,5,500,0,3,4
2026-04-06T14:20:01.123366+00:00,lstm_d3qn_rep_bh_sub6_w_800,-54323.900000,63963.467460,10,2000,5,500,0,3,4
2026-04-06T18:55:33.340133+00:00,lstm_d3qn_rep_bh_lambda_w_940,-761.800000,2786.806409,10,2000,5,500,0,3,4
2026-04-06T18:59:21.618156+00:00,lstm_d3qn_rep_bh_lambda_w_940,-42529.000000,55791.414727,10,2000,5,500,1,3,4
